Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average
Murder at Blood Mansion,2017,2,6,30,10,56,7
Dark Matter,2015,2,4,45,8,67,6
Allies: Realm of Wonder,2015,2,2,30,8,76,6
Pumpkin Patch: Bad Seeds,2019,1,3,20,8,76,6
Easy Breezy Travel Agency,2014,2,4,30,10,212,5
Mow Money,2016,1,6,60,10,166,5
Pencilvillage,2019,1,1,60,8,36,7
Gladiator: Quest for the Rudis,2016,1,6,60,12,52,6
8-Bit Invaders,2011,1,1,30,0,52,6
Berserker Halflings from the Dungeon of Dragons,2005,2,6,40,12,180,5
Napoleon and the Archduke Charles: The Battle of Aspern-Essling,1986,2,2,120,12,67,6
Amerigo,2008,2,4,30,10,149,5
Xtronaut: The Game of Solar System Exploration,2016,2,4,60,7,123,6
UNO Rummy-Up,1993,2,4,60,7,130,5
Embers of Memory: A Throne of Glass Game,2019,2,2,45,14,48,6
Streets,2021,1,5,60,10,35,7
Cabaret,2015,2,6,30,5,39,6
The Black Prince,1992,1,2,180,12,56,6
Shuttles,1973,2,2,20,8,266,5
The Patrons of Venice,2004,3,5,90,10,42,6
Pirates of the Caribbean: Master of the Seas Strategy Game,2011,2,4,60,9,53,6
Pretense,2015,2,12,360,7,299,5
The Cat Game,2017,3,99,30,16,221,5
On to Paris 1870-1871: The Franco-Prussian War,2016,2,2,720,14,39,7
The Finnish Front,,,,,,,
Bloody Buna,1979,2,2,120,12,39,6
PJ Masks: Team of Heroes,2018,1,4,20,4,36,6
Fatal Frame: The Card Game,2005,2,4,60,10,35,6
Warhammer Age of Sigmar: Storm of Sigmar,2016,2,2,0,12,39,6
Globe Twister,2018,1,5,30,8,71,6
The Battle of Britain,1968,2,2,120,10,54,6
Calciomania,1985,2,2,0,8,54,6
Infected,2017,5,6,15,13,287,5
Civicus Dice Game,2015,2,2,30,13,44,6
Spicy Dice,2018,1,4,30,8,79,6
Silk Road Maker,2009,1,4,10,7,36,6
Rewordable,2017,2,8,30,8,81,6
Liebrary,2005,3,6,60,12,107,6
Squirmish,2016,2,4,60,10,49,6
All Queens Chess,2008,2,2,10,5,119,6
The Coldest Night,2020,1,4,20,14,72,6
Football Stars: Jogo de Cartas Ilustradas,2013,2,6,30,8,36,8
Moneybags,2018,3,6,30,9,181,5
Gruntz 15mm Sci-Fi,2010,2,4,90,10,32,7
Spinnengift und Krötenschleim,2012,2,4,20,6,70,6
Scribe's Arena,0,2,4,20,0,43,6
Trivial Pursuit: DVD - The Lord Of The Rings Trilogy Edition,2004,2,4,90,12,240,5
Epic of the Peloponnesian War,2006,2,4,300,12,102,6
Operation Anaconda: Battle in Afghanistan,,,,,,,
Epic Solitaire Notebook Adventures,2009,1,1,60,0,33,7
RPGQuest: A Jornada do Herói,2017,1,5,240,12,39,8
The Fall of Rome,1973,1,1,90,12,163,5
Shelfie Stacker,2021,1,4,40,8,38,7
Bollox,1999,2,2,20,10,45,6
Siege of Sunfall,2016,2,6,45,10,31,7
Der unendliche Fluss,2014,2,4,15,6,107,5
Yum Yum Island,2019,2,5,20,6,43,6
Paradisio,2010,1,2,15,8,81,6
Spree!,1997,3,8,60,10,293,5
Nimbee,2017,2,4,40,10,89,6
Tattoo Stories,2019,4,6,30,12,49,6
Mamba,2001,2,4,30,9,73,6
The Aquicorn Cove Board Game,2019,2,4,60,10,86,6
Sakkara,2007,2,2,40,10,139,5
The Omega War,1983,2,2,45,12,46,6
MS Batory,2017,2,4,60,12,120,5
Ghost Division: The 7th Panzer Division's Drive to the Sea,2014,1,1,0,0,35,6
Guess Who? Extra,2008,2,2,10,6,262,5
Star Trek III,1985,1,1,60,12,109,6
Mystick Companion,2000,2,5,30,12,41,6
Space Battle Lunchtime Card Game,2020,2,5,30,10,40,7
Ludus Gladiatorius 2,2007,2,5,20,10,35,6
Somosierra 1808,2008,0,1,0,0,38,6
Des chiffres et des lettres,1983,2,4,30,8,121,5
War of the Worlds,2014,1,2,60,12,32,6
Tunisie 1943,1995,2,2,300,12,38,6
Soqquadro,2014,2,12,20,6,96,6
Death Note Investigation Card Game,2009,4,8,30,14,84,6
Yohei,2020,2,4,90,12,36,7
Strange Synergy,2003,2,4,45,12,404,5
Mare Nostrum: War in the Mediterranean,2015,2,3,600,0,42,6
Sneaky Cards,2015,1,0,15,12,99,6
Blam!,2005,2,4,30,7,54,6
Clue Suspect,2010,3,4,15,8,436,5
Invers,1991,2,2,20,7,105,5
The Lord of the Rings Dice Building Game,2013,2,4,30,14,636,5
Tzulan Quest,2016,2,5,20,8,73,6
Fanhunter: Assault,2018,2,6,30,13,100,6
Seat Wars,2018,2,4,30,8,31,7
Tell Tale,2010,3,12,20,8,166,5
Rory's Story Cubes: Rescue,2016,1,99,10,6,48,6
The Battle of Austerlitz,,,,,,,
War For the Motherland,1994,1,2,360,12,36,7
Battlelines: The Stalingrad Campaign,2003,2,6,60,12,63,6
Dragon Chess,2005,2,2,30,10,31,7
Here,,,,,,,
Pentaurus: Duel,2017,1,2,45,8,45,6
Cthulhu in the House,2016,3,6,20,14,102,6
Animagicians,2017,1,6,30,12,43,7
Autumn Harvest: A Tea Dragon Society Game,2020,2,4,60,0,32,7
Forks,2019,2,4,30,8,43,6
Spin Monkeys,2012,2,8,45,13,176,5
Caprice,1999,2,4,20,10,136,5
Under My Bed,2016,3,8,15,8,97,6
Aether Captains: Pirates and Traders,2011,1,1,30,10,35,7
Eagles of the Empire: Friedland,1995,1,2,180,12,53,6
Munchkin Spell Skool,2017,3,4,0,0,53,6
Cat Town,2016,2,4,30,8,118,5
Pour Dieu et pour le Roy,2005,2,2,180,12,34,7
Before the Earth Explodes,2018,2,2,30,13,67,6
Austerlitz 1805: Napoleon's Greatest Victory,2000,2,2,240,12,101,6
Three of a Crime,1991,2,6,20,8,161,5
Prochorovka: Armor at Kursk,1979,2,2,120,12,71,6
Happy Birthday!,2014,3,8,20,5,120,5
Botanists,2019,2,4,60,10,72,6
Stratego Conquest,2015,2,4,60,8,66,6
Catlantis,2019,2,4,15,8,94,6
Target: Iran,2014,1,1,0,0,35,6
Renju,0,2,2,10,8,84,6
SchuhBidu,2011,2,4,10,4,128,5
Bounce-Off,2013,2,4,15,7,509,5
Honeymoon,2020,2,6,5,8,38,6
My Kind of Town,2010,2,2,15,6,69,6
UNDO: Treasure Fever,2019,2,6,90,10,48,6
Pegasus Bridge: The Beginning of D-Day - June 6,,,,,,,
APBA Pro Hockey,1993,2,2,60,12,72,6
Bermuda Pirates,2019,2,4,30,7,57,6
Stalag 17,2011,2,5,30,10,209,5
An Evening With Bram Stoker's Dracula,1992,6,12,0,12,42,6
MAMEY,2018,2,4,40,10,40,6
Astoria,2006,2,6,40,10,115,5
7 & 7,2016,2,5,20,13,57,7
Actionworks,2013,2,6,30,8,40,6
Guild,2011,2,4,90,12,32,6
Rebels & Redcoats: Volume I,1995,2,2,90,0,58,6
Red HINT,2017,4,10,60,15,39,6
Mai '68 Le jeu,1980,2,4,60,10,37,6
Killing Code: Venice Vendetta,2017,2,6,75,10,38,6
Red Tide West: The Cold War & World War III in Europe,2014,1,2,0,0,47,6
Veracruz: U.S. Invasion of Mexico 1847,1977,2,2,360,12,146,6
Element,2008,2,2,30,9,46,6
On the Rocks,2021,1,4,90,14,38,7
Halali,1997,2,5,45,14,101,6
Marvin Marvel's Marvelous Marble Machine,2005,2,6,60,12,61,6
Wo ist bitte Umtata?,2015,2,5,25,12,71,6
Monsoon Market,2014,2,4,20,12,62,6
Tranquility Base,2006,1,4,90,10,41,7
Gonnect,2000,2,2,0,10,35,6
Fire,1996,2,5,20,6,77,6
Sandwich Masters,2016,2,4,30,8,56,6
Ripple Rush,2020,1,5,15,14,64,6
Top Banana,1999,2,4,30,8,79,6
Cults Across America,1998,2,6,180,12,389,5
Star Blazers Fleet Battle System,1997,2,6,180,12,37,7
Joker Marbles,1970,2,6,20,0,63,6
Diceland: Cyburg,2005,2,3,20,10,31,6
Mia London and the Case of the 625 Scoundrels,2020,2,4,15,5,43,6
Vietnam Battles: Snoopy's Nose & Iron Triangle,2013,1,3,120,0,32,7
Dreamwars,2017,1,8,300,14,80,6
The Great Chili Cookoff,2006,2,7,30,8,182,5
Sports Dice: Football,2018,2,4,20,7,34,6
Sounds Like a Plan,2010,4,8,30,10,89,6
Electronic Taboo,2001,4,0,0,0,46,6
Wiener Walzer,2016,2,5,45,8,56,6
Who Stole Ed's Pants?,2001,3,4,60,10,287,5
Aether Captains: Clockwork Cabal,2011,1,1,20,10,77,6
Renaissance Wars,2015,2,4,90,12,116,6
Imperial Harvest,2015,2,0,20,8,64,6
Tabletop Pathologic,2016,2,4,80,16,88,6
Zombie Town,2011,3,6,40,13,88,6
Warlords of Erehwon Rulebook,2019,2,2,0,0,30,8
Danmaku!!,2016,4,8,60,0,45,7
3 Secrets: Crime Time,2019,2,8,15,14,41,6
Southern Rails,2015,3,5,60,14,56,6
Pirates & Plunder,2004,2,5,60,8,40,6
Sheep,,,,,,,
Lightning: Poland,2008,2,2,30,0,81,6
Nisyros,2016,2,4,60,12,53,6
Greater East Asia War,2009,1,2,360,12,44,6
The Perfect Moment,2019,1,2,30,8,92,6
Drive on Damascus,1981,2,2,1500,12,48,6
Ticket to Mars,2017,2,5,20,8,106,6
Primate Fear,2013,2,6,45,0,126,5
Mindburners,2020,1,4,60,13,33,7
Marvel Heroclix: Infinity Challenge - Premiere Edition,2002,2,5,60,8,51,6
Buttons,2015,2,4,30,8,283,5
A Night in Deepwail Manor,2013,1,2,15,10,43,6
Elven Castle,2013,2,4,30,8,34,7
Sake & Samurai,2011,3,8,45,13,181,5
Clutch Baseball,2017,2,2,60,13,57,8
On a Scale of One to T-Rex,2019,2,8,15,7,117,6
Army Ants,2008,2,2,20,0,53,6
Peloton,1991,1,12,30,10,36,7
Paiko,2012,2,2,35,8,30,8
The Current Number of the Beast,2012,2,6,60,13,141,6
Grund,2019,2,4,60,8,45,7
Lex in Lemniscate,2016,2,8,20,14,44,6
Toire o Yogoshita nowa Dareda?,2016,5,8,30,13,44,6
LANTERN,2019,1,1,20,7,55,6
Omertà: Clan ohne Plan,2013,4,9,20,12,33,7
Yeoman: Tactical Warfare in the Renaissance Age,,,,,,,
Cats,2018,2,5,30,10,56,6
Warsaw Pact,1976,2,2,180,12,46,6
UNO Flash,2007,3,6,10,7,123,5
Pixel Lincoln: The Deckbuilding Game,2013,1,4,45,10,286,5
Auf der Walz,2019,2,4,150,10,54,6
Rory's Story Cubes: Strange,2017,1,12,20,6,42,6
Anansi and the Box of Stories,2017,3,8,40,0,68,6
Flashlights & Fireflies,2015,2,5,20,6,119,5
Katoiz,2004,1,4,5,9,43,6
Curators,2021,1,4,75,14,40,7
Monster's Coffee,2020,2,5,15,8,35,6
Constantinople,2019,1,1,0,0,30,7
Battle of the Atlantic,2000,1,1,60,12,36,6
Arnhem '44: The Operation Market Garden Boardgame,2010,2,3,180,14,32,7
European Union: The Board Game,2015,3,7,90,12,34,6
Legends of the High Seas,2008,2,8,45,0,31,6
Postcard Dungeons,2018,1,6,60,10,75,6
Rocca Rails,2014,2,10,10,7,48,6
Skittle-Bowl,1783,1,8,30,0,83,6
Bushido Breaker,2017,2,4,60,12,37,6
Dwarves: Dig,,,,,,,
Chinese Farm: Egyptian-Israeli Combat in the '73 War,1975,2,2,90,12,84,6
Border War: Angola Raiders,2012,1,1,60,0,65,6
Vietnam Solitaire,2006,1,1,60,12,44,6
L'Arbre,2017,2,4,45,10,59,6
bezzerwizzer kompakt,2010,2,4,0,16,52,6
Rally: Risk and Evaluation on All Roads in the Worlds,1980,2,6,120,10,47,6
Go/Stop,2005,2,6,10,9,76,6
Mechanical Beast,2019,1,4,40,10,32,7
Coloretto,1993,1,4,15,3,41,6
Rescue Animals,2019,2,5,15,8,55,6
Battles & Leaders: A Game of Tactical Level Combat in the American Civil War 1861-1865,1981,2,4,180,12,50,6
Business,1998,2,6,45,8,79,6
Mauna Kea,2013,2,4,45,10,210,5
Insidious Sevens,2010,2,5,30,9,74,6
Card Goblins,2012,2,5,60,12,52,6
Cineplexity,2007,4,10,20,12,326,5
Personality,1995,3,8,30,0,78,6
Cold War Battles 2: Pentomic Wurzburg & Kabul '79,2010,1,2,240,12,45,6
Poker Assault,2016,2,4,25,10,67,6
Mech Command RTS,2018,2,6,80,14,44,7
TF22: RELOAD!,2013,2,4,30,14,36,6
Lancelot,2017,2,4,90,14,137,6
Crossword Pyramids,2004,2,4,35,8,51,6
Where's Mr. Wolf?,2018,1,4,10,4,60,6
Luftwaffe: Aerial Combat - Germany 1943-45,2007,2,2,240,12,54,6
Tet '68,1992,2,2,180,12,67,6
2491 Planetship,2020,2,5,90,14,33,7
Zankapfel,1993,3,6,60,12,62,6
Burgle Bros 2: The Casino Capers,2021,1,4,70,10,31,7
Plantopia: The Card Game,2020,2,5,30,10,46,6
Tie One On,2006,3,6,30,18,43,6
Assault on Sevastopol: Von Manstein in the Crimea,,,,,,,
Chinese Chess,1981,2,2,20,8,92,6
Rocketmen: Axis of Evil,2005,2,4,30,8,170,5
Dahschur: Die Rote Pyramide,2012,2,4,90,10,59,6
Rommel at Bay,1984,2,2,90,12,39,6
NecronomiCORP,2016,1,6,120,12,64,6
Superfight: The Anime Deck,2015,3,10,30,12,68,6
Saipan: Conquest of the Marianas,,,,,,,
Starship Command,1991,2,8,45,0,41,6
King Thief Minister,2019,3,6,30,7,41,7
Catherine the Great,2005,1,3,0,14,62,6
XYbrid,2017,2,4,45,13,48,6
Get to the Chopper!!!,2006,2,5,30,0,49,6
Spinnentwist,2005,2,2,30,10,46,6
Dungeon Plungin',2007,1,4,60,0,48,7
Grunwald 1410,1992,2,2,300,12,121,6
Hellfire Pass,1985,2,2,180,12,55,6
The Battle of Stalingrad,2012,2,2,0,0,31,7
Into the Black Forest,2019,2,4,45,8,56,6
City of Guilds,2009,1,4,30,8,46,6
Shattered States,1990,2,6,120,0,47,6
Mississippi,1987,2,6,45,10,155,5
Potions Class,2018,2,2,15,6,60,6
"Take The ""A"" Chord",2015,3,4,30,10,81,6
Col-Or-Form,2014,2,4,20,10,47,6
Das Quiz des 20. Jahrhunderts,1998,2,6,90,12,38,6
Fleets 2025: East China Sea,2008,2,2,60,12,40,6
Candy Lab,2020,2,4,15,8,44,6
Dash! A whimsical race through Singapore,2012,3,5,60,8,54,6
Inoka,2018,2,4,20,6,127,6
Firestorm,2001,2,6,60,12,57,6
Alexandria,2017,2,4,45,14,259,5
Fusion,2011,2,4,10,6,102,6
Hau La,2009,2,4,15,8,72,6
Dream Cruise,2021,1,4,45,8,34,7
Jackpot Yahtzee,1980,2,4,60,8,90,6
Korea: Fire and Ice,2018,1,4,600,12,33,7
Shift: The Single Card CCG,2013,2,2,25,13,135,6
Doxie Dash,2018,2,6,30,6,52,6
Zodiac Clash,2019,2,4,30,8,58,6
The Big Push: The Battle of the Somme,2005,2,3,180,12,52,6
Quix!,2018,2,8,60,14,38,7
Havenfall,2017,2,4,120,10,39,7
Rincala,2014,2,3,15,6,34,6
American Civil War 1861-1865,1983,2,2,720,12,68,6
Kobold,2018,2,4,20,6,38,6
AssassinCon,2016,4,6,30,12,200,5
Red God of War: The Soviet Operation Mars,,,,,,,
Judge Dredd: Block War,2018,2,2,15,12,66,6
Columbus,1991,2,6,45,10,160,5
Die Osterinsel,1994,3,4,30,10,214,5
Quandary,1970,2,2,20,10,60,6
Doctor Who: Exterminate! The Miniatures Game,2017,2,4,60,12,52,7
Soldier King,1982,2,4,180,12,117,5
Zombie Terror,2016,2,2,60,10,50,6
Monster Mash,1987,2,4,20,5,192,5
Aachen,1983,2,2,360,12,53,6
Seasons: The Calendar Rummy Game,2004,2,4,90,10,85,6
Papageno,2020,2,5,15,6,44,6
Drachensachen,2019,2,6,60,10,53,6
Monster! Monster!,2019,2,2,20,8,30,7
Bodyguard Overlord,1994,2,2,120,0,36,6
Shot and Shell: Naval Combat in the Civil War,1987,1,4,120,12,31,7
Julchen und die Monster,2006,2,5,20,8,95,5
Yetisburg: Titanic Battles in History,,,,,,,
Mini Miners,2019,2,4,60,10,37,7
Space Bastards,2011,2,5,90,12,178,5
Rebels & Redcoats: Volume III,2004,2,2,120,0,42,6
Incantris,2017,1,4,60,14,54,6
Dark Assembly,2015,1,4,120,15,43,6
Ascendants of Aetheros,2016,2,4,40,14,65,6
X-Machina,2003,4,8,60,12,94,6
Fly Down,2017,2,6,15,12,34,7
Krom,2018,2,5,40,7,41,6
Ragnarök: Aesir and Jötunn,2011,2,2,20,8,40,6
Götterdämmerung,2001,2,2,360,12,58,6
Hogs Of War: The Miniatures Game,2020,1,4,90,10,123,8
Gämsh Alpin,2016,4,6,15,8,35,6
Wabanti,1974,2,6,60,10,83,6
1792: La Patrie en Danger,1991,2,2,0,12,31,7
Modigliani,1993,2,6,60,10,37,6
Lumacorsa,2012,2,8,30,8,77,6
The Last Blitzkrieg,1994,1,2,360,12,46,6
The Other Hat Trick,2013,3,3,10,8,40,6
Acqua Dolce,2009,2,5,15,6,110,5
Fateful Lightning,1994,1,2,240,12,36,6
Alpha Playing Cards,1997,1,6,30,10,39,6
Brandubh,0,2,2,20,0,37,6
Sherlock Holmes: Baker Street Irregulars,2019,1,4,90,8,37,7
Greedy Dragons,2018,2,6,30,8,50,6
Stand at Mortain,2006,2,2,30,10,147,5
Ludoviel,2003,1,8,45,10,86,6
Mirror,,,,,,,
Space Marine Adventures: Rise of the Orks,2020,1,5,30,10,35,6
Above,2019,2,4,45,14,39,6
Necromancer,1982,2,2,60,12,86,6
Six Sons of the Sultan,2014,1,2,20,10,46,6
The Forgotten Planet,2011,2,4,75,12,107,5
Smoke & Mirrors,2015,2,5,15,8,52,6
Tallinn,2016,2,4,20,10,112,5
Linkee 3,2018,2,30,0,14,40,6
Agincourt: The Triumph of Archery over Armor,1978,2,2,180,12,78,6
The Kingdoms of Crusaders,2007,2,2,30,12,130,5
Prince of Chaos: Battle for Tae Orn,2008,2,4,120,12,61,6
Ice War,1978,2,2,60,12,129,5
Legends and Lies,2014,1,4,30,12,43,6
Rory's Story Cubes: Rampage,2017,1,12,20,6,44,6
Smugglers,2016,2,4,40,8,246,5
Triumph & Fall of the Desert Fox,1998,1,2,120,12,40,6
PATIOS,2020,2,5,45,10,33,7
Ruweisat Ridge: The First Battle of El Alamein,1985,2,2,240,12,70,6
Zombie Survival: The Board Game,2010,1,4,90,13,304,5
Die Insel der steinernen Wachter,2009,2,4,120,12,49,6
Mayday,1978,2,2,120,12,147,5
Cubeez,2018,2,4,15,6,62,6
Wallet,2017,2,7,30,8,115,6
Pirates! Card Game,2014,2,6,30,12,69,6
Sherwood Showdown,2009,2,2,20,8,48,6
Imperial Sunset: The Battle of Leyte Gulf 1944,2006,2,2,240,12,49,6
MERCS: Conflict,2014,2,2,30,12,96,6
Turning Point: The Battle of Stalingrad,1972,2,2,180,12,55,6
Disney Eye Found It!: Hidden Picture Card Game,2015,2,10,20,3,68,6
Celtic Quest,2005,2,5,60,8,81,6
Dragons of Glory,1986,2,2,180,12,71,6
Rattaneer,2017,2,5,45,10,41,6
Coast-to-Coast Rails,2009,3,6,60,10,39,6
The Chinese Civil War of 1930,2010,2,5,0,6,31,6
Buraco,0,2,4,60,0,58,6
Bomber: A Game of Daylight Bombing of Europe,1982,2,2,90,12,46,6
Stock hold'em,2018,3,6,40,10,41,6
QANGO,2016,2,2,10,7,179,5
Jungle Speed: 20 Years,2014,2,8,0,0,47,6
Nuts!,2011,2,6,15,13,761,5
All Quiet on the Martian Front,2014,2,2,0,12,44,6
Scotland Yard Junior,2014,2,4,20,6,76,6
Rappakalja Extreme,2008,3,8,60,12,93,6
You Gotta Be Kitten Me!,2016,2,10,30,10,141,5
Road Rally USA,2013,3,5,60,8,107,5
Proteus,1983,2,2,30,0,35,6
Hawken: Real-Time Card Game - Sharpshooter vs. Bruiser,2014,2,2,20,12,44,6
Brutus,2017,4,10,45,10,30,6
Dungeons & Dragons Chainmail,2001,2,6,60,10,115,5
Formissimo,2008,1,5,15,8,42,6
Wayward,2019,1,5,60,14,35,7
Consensus Movie Edition,2009,3,8,30,17,38,6
Genesis,2010,2,6,60,10,297,5
Forceball,2006,2,2,30,10,87,6
Zombiegeddon,2009,2,4,60,0,234,5
Nobjects,2019,3,6,30,8,49,6
Imagidice!,2000,2,12,20,4,48,6
Lemonade Stall,2010,2,4,60,10,32,7
Barnyard Buddies,1996,2,8,15,4,223,5
Heróis de San Villano,2019,1,4,75,10,31,7
Donkey: It's a Kick!,2011,3,8,45,8,49,6
My Fair Princess,2015,3,4,100,10,44,6
El Cinéfilo,2013,0,0,0,0,56,6
Omerta,2019,3,5,20,10,59,6
Valerian: The Alpha Missions,2017,2,4,30,13,59,6
Hinge of Fate,2013,1,4,180,0,31,6
Pictopia: Disney Edition,2014,2,6,60,7,180,5
Grimoire Shuffle,2012,4,6,30,10,61,6
Battleship: Hidden Threat,2011,2,2,15,7,227,5
Venice,2021,1,5,90,14,34,6
Ninja Squad,2018,2,4,45,10,67,6
WW2 Deluxe: The War in Europe,2018,2,2,360,12,32,6
Thieves of Bagdad,1999,3,6,90,10,118,5
Poetry Slam,2018,3,10,45,10,43,6
The Toledo War,2019,2,2,20,0,37,6
Odysseus,2001,3,6,45,10,216,5
Hannibal: Rome and Carthage in The Second Punic War 219-202 B.C.,1983,2,2,0,12,32,6
Holiday!,1973,2,8,40,8,39,6
Kingsport Festival: The Card Game,2017,3,5,30,13,104,6
Die Welt: Singapur,,,,,,,
The Great War 1914-1918,1976,2,7,120,12,45,6
Pusher,1993,2,3,20,7,77,6
Back to the Future: An Adventure Through Time,2016,2,4,30,10,210,5
Head-to-Head Poker,2005,2,2,30,10,203,5
Alexander's Campaign,2017,2,3,60,10,37,6
Nightmare Forest: Alien Invasion,2017,1,6,60,8,59,6
Collapse,2015,2,4,20,8,68,6
Over the Top: Command Decision Series Game,1990,0,0,0,12,33,7
Guardians' Chronicles: Clash of Heroes,2017,1,6,180,10,34,7
Vikingjarl,2020,2,4,60,12,43,7
H.I.D.E.: Hidden Identity Dice Espionage,2015,3,5,30,8,181,5
Mwahahaha!,2008,2,5,120,0,454,5
Ultimate Scheme,2016,2,4,90,13,41,7
Fish Stix,2009,2,4,20,6,80,6
Friesen-Törn,2005,3,6,45,10,50,6
Shooting Stars: A Tactical Game of Fighter Combat in Space,1980,1,4,120,12,55,6
Spectrangle,1989,1,4,45,8,251,5
Meatgrinder: Battle for  Xuân Lộc 1975,2011,2,2,280,0,33,6
Corona,1974,2,10,45,12,51,6
The Hobbit: An Unexpected Party,2020,2,4,60,10,31,7
Armati: Rules and Lists for Ancient,,,,,,,
Death Show TV,2017,2,8,60,14,67,6
C. C. Higgins Rail Pass,2014,2,6,60,8,56,6
Wild Fun West,2012,4,8,45,8,124,5
Creatures and Cupcakes,2019,2,4,30,6,76,6
Voice of the Mummy,1971,2,4,30,7,36,7
Osaki ni Shitsurei Shima-su!!,2008,2,4,20,0,75,6
Battlegame Book 4: World War II,1975,2,2,30,7,37,6
Mad Scientist University,2005,3,7,45,10,165,5
Miss Monster,2005,3,4,40,7,49,6
Aether,2010,2,4,45,10,131,5
Operation Pegasus,1980,2,2,180,12,64,6
Wakanda Forever,2019,3,5,60,10,78,6
Uglydoll Loonacy,2016,2,5,10,8,46,6
25 Words or Less: People,,,,,,,
Docteur Pilule,2016,4,10,60,10,44,6
Nuba,1995,2,2,10,12,52,6
Startropolis,2019,2,4,60,8,65,6
Da Yu: The Flood Conqueror,2014,2,4,30,10,41,6
Tinker Tailor,2015,2,6,60,8,66,6
Pirates!,2005,2,6,30,7,186,5
TRUT,2017,2,4,15,8,44,6
Articulate! Your Life,2010,4,20,60,12,95,6
Village in a Box,2013,2,4,15,12,111,6
Head of Mousehold,2017,2,5,40,8,41,6
The Awful Orphanage,2019,1,6,90,14,85,6
Der Herr der Ringe: Die Zwei Türme - das Kartenspiel,2002,2,5,30,9,183,5
Bear Down!,2019,2,4,20,6,50,6
Cock & Bull,2009,2,2,15,10,62,6
Uno: Super Mario,2016,2,10,0,7,118,6
Captain Black,2015,2,4,50,6,60,6
Mausgeflippt,2009,2,6,15,6,116,5
Steven Universe: Beach-A-Palooza Card Battling Game,2020,2,6,60,10,30,7
Monster City Planners,2013,2,4,20,12,53,6
Dragon Ball Z TCG (2014 edition),2014,2,2,20,8,33,7
Optimates et Populares,2017,2,2,90,0,38,6
Lille: The Classic Vauban Siege,,,,,,,
Kraken-Alarm,2010,2,4,20,5,141,5
Anno Domini: Münzen,2002,2,8,30,10,43,6
Castles of Caleira,2018,2,4,10,8,67,6
Lembitu,2015,2,4,60,8,60,6
Showdown Yahtzee,1991,2,4,30,8,181,5
Helios Expanse,2019,3,5,60,10,30,7
Zaginione Dziedzictwo: Wieża Białozłota,2015,2,4,10,10,59,6
Stratego Tournament,2001,2,2,15,18,51,6
Imaginiff: 10th Anniversary Edition,2008,3,8,35,12,110,6
Science Ninjas: Valence,2015,2,5,25,8,56,6
Terakh: A Creative Strategy Game,2005,2,6,120,9,135,5
Seii Taishogun,2008,2,4,45,8,35,7
Trollfjord,2018,2,4,60,10,142,5
Plunder,2013,2,6,45,10,133,5
Rory's Story Cubes: Explore,2017,1,12,20,6,42,6
Qwarks,2017,2,8,30,8,36,6
Blindes Huhn,2007,3,5,30,10,110,5
Stoner Fluxx,2003,2,6,15,18,723,5
Mouse Match,2007,2,6,15,4,69,6
Punch!,2005,2,2,15,8,77,6
Kibble Scuffle,2019,2,4,30,14,52,6
Banjooli Xeet (Second Edition),2018,2,5,30,8,37,7
El Aprendiz de Merlín,2018,2,4,15,6,41,7
Wackee SIX,2004,2,12,30,6,71,6
¡Arre Unicornio!,2018,2,8,40,10,60,6
Reis de Portugal,2014,2,4,30,7,53,6
Quizzle,1978,2,4,30,10,37,6
In A Bind Jr,2016,3,7,25,4,33,7
The Campaigns of Frederick the Great,1993,1,4,180,12,63,6
Sceptre 1027 A.D.,1986,2,4,120,0,47,6
Zambezi: The Expedition Game,2015,2,8,90,10,65,6
Warhammer Fantasy Battle (Third Edition),1987,2,99,360,16,30,7
Power Play: Schemes & Skulduggery,2014,4,8,60,13,39,7
Private Die,2016,2,6,15,10,50,6
Battleship Live,2010,2,2,0,8,49,6
Straszydła,2019,2,4,120,13,34,7
Tropico,2017,2,8,0,8,48,6
The Air-Eaters Strike Back!,1981,1,5,180,14,50,6
Brewhouse Bash,1998,2,10,0,10,59,6
Kokopelli,2021,2,4,60,12,39,6
Patton Goes to War,1987,2,2,180,12,55,6
Legends of Empires,2016,1,4,120,14,59,6
Wolves of Mercia,2019,5,16,45,13,64,6
MacArthur's Return: Leyte 1944,1994,2,2,180,14,56,6
MeowMeow Mia,2018,5,10,45,10,34,6
From Overlord to Berlin,2010,2,2,360,0,33,6
U.S.S. Freedom,2021,1,6,60,14,35,8
The Lost Battalion: The Meuse-Argonne Offensive,,,,,,,
Spy or Die Trying,2013,2,4,60,12,50,6
Guadalcanal,1966,2,2,360,12,147,5
Retsami,2006,2,2,40,0,65,6
Mafia the Party Game,2014,7,36,20,8,40,6
7 pecados,2017,2,6,30,10,109,6
PaiMiahhh,2016,4,4,40,10,38,6
Bellum,2017,2,2,0,0,38,6
APBA American Saddle Racing,1970,1,20,30,0,44,6
Master Thief,2017,3,6,30,10,62,6
Magic: The Gathering - Duel Decks: Speed vs. Cunning,2014,2,2,0,13,39,6
The Pioneers Program,2017,3,6,90,13,87,6
Pokémon Master Trainer II,2001,2,6,45,7,77,6
Town of Salem: The Card Game,2017,4,36,45,8,102,6
Construction Zone,2012,2,4,20,8,129,5
New Orleans Big Band,1990,3,6,90,10,131,5
Amalfi,2020,1,4,180,12,35,6
